# Stellarium DSO catalog
# Version 3.13 standard
7	80.8958 	-69.7561	99	0.9	Gx	SB(s)m	645	550	0	0.000875	0.000011	0	0	49.97	0	0	0	0	0	0	0	0	0	0	0	0	0	17223	0		0	0						56-115		0	0	0	0	0
9	111.5958 	-47.6667 	8.73	7.8	OC	II1r	10	10	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	66	0	0		0	0								0	0	0	0	0
10	114.3917 	-12.0550 	7.44	7.1	OC	II2r	8	8	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	71	0	0		0	0								0	0	0	0	0
11	114.6208 	-10.7000 	99	10.1	OC	III1m	5	5	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	72	0	0		0	0								0	0	0	0	0
12	160.5500 	-65.1000 	8.5	8	OC	III1m	15	15	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	101	0	0		0	0								0	0	0	0	101
13	169.9250 	-63.4833 	9.05	8.5	OC	I2r	4	4	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	105	0	0		0	0								0	0	0	0	117
16	304.2000 	-79.0400 	99	5.3	OC	III3m	60	60	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	227	0	0		0	0								0	0	0	0	0
17	115.5708	-14.7139	99	9.47	PPN		1	0	0	99	0	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0								0	0	0	0	0
18	144.9750	11.9814 	11.7	99	PPN		0.42	0	0	99	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0								0	0	0	0	0
20	294.0792	29.5475 	12.35	11.75	PPN		0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0								0	0	0	0	0
23	100.4042	-50.9661	22.14	11	Gx	dSph	13.48	10.71	70	0.000744	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	19441	0		0	0						206-20A		0	0	0	0	0
24	351.6333	50.6758 	13.6	11.8	Gx	dSph	0	0	0	0.001032	0.000008	0	0	905	0	0	0	0	0	0	0	0	0	0	0	0	0	2807155	0		0	0								0	0	0	0	0
25	6.5458  	-11.0539	0	13.2	Gx	dSph	0	0	0	0.000290	0.000007	0	0	795	0	0	0	0	0	0	0	0	0	0	0	0	0	3097691	0		0	0								0	0	0	0	0
26	213.2917	-65.3392	10.89	9.84	AGx	SA(s)b	8.147	3.340	40	0.001449	0	0	0	4207	0	0	0	0	0	0	0	0	0	0	0	0	0	50779	0		0	0						97-13		0	0	0	0	0
28	260.0500	57.9153 	12.4	10.6	Gx	dSph	37.15	23.98	0	0.000970	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	60095	10822		0	0								0	0	0	0	0
32	15.0375 	-33.7089	9.79	8.6	Gx	dSph	25.70	19.95	110	0.000372	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	3589	0		0	0						351-30		0	0	0	0	0
33	152.7500	-4.6914 	11.86	11.47	Gx	dI	5.9	4.9	0	0.001081	0.000007	0	0	1429	0	0	0	0	0	0	0	0	0	0	0	0	0	29653	0		0	0								0	0	0	0	0
34	153.2625	-1.6144 	12	10.4	Gx	dSph	0	0	0	0.000748	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	88608	0		0	0								0	0	0	0	0
36	39.9958 	-34.4492	9.02	7.4	Gx	dSph	54.95	43.65	60	0.000184	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	10074	0		0	0						356-4		0	0	0	0	0
70	2.485592	-24.963131	12.12	11.61	Gx	Sc	4.447	1.245	43	0.001837	0	0	0	0	0	24	0	0	0	0		0	0	0	0	0	0	701	0		0	0						472-16		0	0	0	0	0
87	3.516621	-23.182092	11.29	10.5	AGx	SA(s)dm	3.753	3.753	112	0.001553	0	0	0	0	0	45	0	0	0	0		0	0	0	0	0	0	930	0		0	0						473-1		0	0	0	0	0
91	3.685646	-7.345106	12	11.8516	Gx		1.887	1.207	160	0.018329	0.000003	0	0	0	0	50	0	0	0	0		0	0	0	0	0	0	983	0		0	0								0	0	0	0	0
142	6.022329	-72.081444	5.78	4.09	GC	III	30.9	12.423	25	-0.000062	0.000001	0	0	4.69	0.136	104	0	0	106	0		0	0	0	0	0	1		0		0	0								0	0	0	0	0
158	6.7042	-71.5361	11.2	11.24	GC		3.8	3.1	80	99	0	0	0	0	0	121	0	0	0	0		0	0	0	0	0	0		0		0	0						50-12		0	0	0	0	0
169	7.591221	-33.24535	11.14	10.12	Gx	Sbc	5.437	1.74	45	0.005314	0	0	0	0	0	134	0	0	0	0		0	0	0	0	0	0	1851	0		0	0						350-23		0	0	0	0	0
171	7.9	61.51	99	11.3	OC	II2p	1.2	0	0	99	0	0	0	0	0	136	0	0	0	0		0	0	0	0	4	0		0		0	0								0	0	0	0	0
185	8.564504	-27.803658	12.04	11.13	Gx	SB(rs)b?	2.33	1.771	135	0.005258	0	0	0	0	0	150	0	0	0	0		0	0	0	0	0	0	2052	0		0	0						410-19		0	0	0	0	0
187	8.511496	-9.705397	12.31	11.59	rG	2	1.893	1.628	125	0.012562	0	0	0	0	0	151	0	0	0	0		0	0	0	0	0	0	2035	0		0	0								0	0	0	0	0
190	8.694796	-8.396489	11	19	Gx	SAB(rs)bc	2.967	1.78	25	0.005546	0	0	0	0	0	157	0	0	0	0		0	0	0	0	0	0	2081	0		0	0								0	0	0	0	0
241	10.145921	-13.8728	11.8	99	Gx	Sb	1.937	1.007	173	0.005446	0	0	0	0	0	210	0	0	0	0		0	0	0	0	0	0	2437	0		0	0								0	0	0	0	0
284	11.864979	-31.421697	12.62	11.82	Gx	S0	2.093	1.13	135	0.005240	0.000304	0	0	0	0	254	0	0	0	0		0	0	0	0	0	0	2778	0		0	0						411-15		0	0	0	0	0
296	12.449138	32.277725	12.54	11.63	AGx	SBabrs	2.537	1.065	95	0.01568	0.00014	0	0	0	0	266	0	0	0	0		0	0	0	0	0	0	2901	508		0	0								0	0	0	0	0
319	13.176521	-31.205831	11.36	13.44	AGx	SBbc	2.55	1.759	155	0.005448	0	0	0	0	0	289	0	0	0	0		0	0	0	0	0	0	3089	0		0	484						411-25		0	0	0	0	0
320	12.80138	-73.16169	12.1	11.71	CL		1.1	1.1	0	99	0	0	0	0	0	290	0	0	0	0		0	0	0	0	0	0		0		0	0						29-19		0	0	0	0	0
322	13.1583	-72.8003	2.79	2.2	G	dIrr	309	204.1	0	0.000486	0.000002	0	0	0	0	292	0	0	0	0		0	0	0	0	0	0	3085	0		0	0						29-21		0	0	0	0	0
328	13.35308	-72.19656	12.05	11.73	CL		0.9	0.9	0	99	0	0	0	0	0	299	0	0	0	0		0	0	0	0	0	0		0		0	0						51-5		0	0	0	0	0
341	14.453681	30.352448	12.2	11.16	AGx	E	2.323	1.812	45	0.016431	0.000264	0	0	0	0	315	0	0	0	0		0	0	0	0	0	0	3455	597		0	0								0	0	0	0	0
355	14.08579	-72.45347	9.76	9.55	CL		2.8	2.5	120	99	0	0	0	0	0	330	0	0	0	0		0	0	0	0	0	0		0		0	0						29-24		0	0	0	0	0
362	14.958708	-7.577961	12.06	11.61	Gx	SB(s)d	2.64	1.478	158	0.005526	0	0	0	0	0	337	0	0	0	0		0	0	0	0	0	0	3572	0		0	0								0	0	0	0	0
384	15.55346	-71.6045	12.43	11.77	OC		2.6	2.6	0	99	0	0	0	0	0	361	0	0	0	0		0	0	0	0	0	0		0		0	0						51-12		0	0	0	0	0
